"Título da Agenda","Descrição da Agenda","Nome do Órgão","Nome da Autoridade","Data da Agenda Diária","Informações Gerais","Compromisso","Local do Compromisso","Horário de Inicio","Horário de Término","Outros Participantes","Pauta"
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","29/09/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Presidente do Banco Nacional de Desenvolvimento Econômico e Social (BNDES), Gustavo Montezano. E Secretário-executivo do Ministério das Comunicações, Fábio Wajngarten.","Gabinete do Ministério das Comunicações","14:00","15:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","29/09/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Deputado Federal Cléber Verde (Republicanos/MA)","Gabinete do Ministério das Comunicações","10:00","10:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","29/09/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Ex-Senador Ricardo Ferraço","Gabinete do Ministério das Comunicações","10:30","11:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","29/09/2020","","Despachos com Chefe de Gabinete do Ministro, Estella Dantas","Gabinete do Ministério das Comunicações","15:00","15:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","29/09/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Presidente do Centro de Pesquisa e Desenvolvimento em Telecomunicações (CPQD), Sebastião Sehão Júnior. Diretor de Relações Institucionais do CPQD, Cristian Cunha. Secretário de Telecomunicações do MCom, Vitor Elídio Menezes. E Artur Coimbra, Diretor de Banda Larga do MCom.","Gabinete do Ministério das Comunicações","12:00","12:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","30/09/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Leonardo Euler de Moraes, Presidente da Agência Nacional de Telecomunicações (ANATEL)","Gabinete do Ministério das Comunicações","17:30","18:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","30/09/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Deputado Federal Otoni de Paula (PSC/RJ).","Gabinete do Ministério das Comunicações","14:00","14:15","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","30/09/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Deputado Federal Benes Leocádio (Republicanos/RN)","Gabinete do Ministério das Comunicações","11:00","11:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","30/09/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Deputado Federal Eduardo Costa (PTB/PA)","Gabinete do Ministério das Comunicações","14:30","15:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/10/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Deputada Federal Bia Kicis (PSL/DF).","Gabinete do Ministério das Comunicações","14:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/10/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião por videoconferência com a bancada do PSD na Câmara dos Deputados.","Gabinete do Ministério das Comunicações","16:00","17:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/10/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Deputado Federal Raimundo Costa (PL/BA).","Gabinete do Ministério das Comunicações","11:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/10/2020","","Despachos internos","Gabinete do Ministério das Comunicações","09:30","12:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/10/2020","","Despachos internos","Gabinete do Ministério das Comunicações","15:00","18:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/10/2020","","Assessoria ao Ministro de Estado das Comunicações em reunião com Deputado Federal João Maia (PL/RN)","Gabinete do Ministério das Comunicações","08:00","08:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/10/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Deputado Federal Evair Melo (PP/ES), vice-líder do Governo na Câmara dos Deputados","Gabinete do Ministério das Comunicações","15:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","10/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião via videoconferência com Deputada Federal Rosana Valle (PSB/SP).","Gabinete do Ministério das Comunicações","14:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","10/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com o vice-presidente da Associação Brasileira de Supermercados (ABRAS), João Carlos Galassi.","Gabinete do Ministério das Comunicações","15:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","10/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião via videoconferência com Deputado Federal Fernando Rodolfo (PL/PE).","Gabinete do Ministério das Comunicações","11:00","11:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","10/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião via videoconferência com Johannes Roscheck, CEO da Audi no Brasil; Antônio Calgnoto, diretor de Assuntos Governamentais; e Abílio Oliveira, presidente da Assoaudi.","Gabinete do Ministério das Comunicações","10:00","10:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","11/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Governador do Amazonas, Wilson Lima, e o secretário de Desenvolvimento Econômico, Ciência e Tecnologia, Jório Albuquerque.","Gabinete do Ministério das Comunicações","10:00","10:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","11/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião via videoconferência com CEO da Necton Investimentos, Marcos Maluf, o economista-chefe André Perfeito, e o diretor de Distribuição, Rafael Giovani","Gabinete do Ministério das Comunicações","11:00","11:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","11/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","14:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","12/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião via Videoconferência com o presidente do Conselho dos Ex-presidentes da Sociedade Brasileira de Engenharia de Televisão (SET), Roberto Franco.","Gabinete do Ministério das Comunicações","10:30","11:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","12/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","15:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","12/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Embaixador da Índia, Suresh Reddy.","Gabinete do Ministério das Comunicações","11:00","12:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","13/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","14:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","13/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","10:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","16/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","14:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","16/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","10:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","17/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Deputado Federal Roberto de Lucena (Pode/SP).","Gabinete do Ministério das Comunicações","14:30","15:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","17/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante a Audiência com o Embaixador da Finlândia, Jouko Leinonen.","Gabinete do Ministério das Comunicações","10:00","11:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","18/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Secretária de Assistência Social de Natal/RN, Andrea Cristina Costa Dias de Viveiros.","Gabinete do Ministério das Comunicações","16:45","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","18/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Deputado Federal Sidney Leite (PSD/AM).","Gabinete do Ministério das Comunicações","17:00","17:15","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","18/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","10:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","18/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Deputado Federal Filipe Barros (PSL/PR).","Gabinete do Ministério das Comunicações","15:45","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","19/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","14:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","19/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","10:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","20/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","14:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","20/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","10:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","23/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","10:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","23/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","14:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","24/11/2020","","Despachos com Chefe de Gabinete do Ministro, Estella Dantas.","Gabinete do Ministério das Comunicações","09:40","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","24/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Diretor Geral da Polícia Federal, Rolando Alexandre de Souza.","Gabinete do Ministério das Comunicações","10:00","11:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","24/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Ministra de Estado da Agricultura, Pecuária e Abastecimento, Tereza Cristina Correa da Costa Dias, e presidente do Incra, Geraldo Melo Filho.","Gabinete do Ministério das Comunicações","16:00","17:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","24/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Conselheiro da Agência Nacional de Telecomunicações, Carlos Manuel Baigorri.","Gabinete do Ministério das Comunicações","11:00","11:30","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","24/11/2020","","Cerimônia de Aniversário de 20 anos do Fundo para o Desenvolvimento Tecnológico das Telecomunicações (Funttel).","Gabinete do Ministério das Comunicações","17:00","18:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","25/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","16:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","25/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","10:15","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","25/11/2020","","Reunião de alinhamento para a viagem internacional.","Gabinete da Secretaria-Executiva do Ministério das Comunicações","14:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","26/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião por videoconferência com economista-chefe da Guide Investimentos, João Maurício Rosal, e consultores Raoni Scandiuzzi e Cláudia Fernandes","Gabinete do Ministério das Comunicações","10:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","26/11/2020","","Despachos com Chefe de Gabinete do Ministro, Estella Dantas.","Gabinete do Ministério das Comunicações","15:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","26/11/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião por videoconferência com o presidente do BNDES, Gustavo Montezano, e o secretário Especial de Comunicação Social, Fábio Wajngarten.","Gabinete do Ministério das Comunicações","17:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","27/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","10:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","27/11/2020","","Despachos internos.","Gabinete do Ministério das Comunicações","14:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/12/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Deputada Federal Bia Kicis (PSL/DF).","Gabinete do Ministério das Comunicações","14:30","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/12/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião por videoconferência com a Bancada do PSD na Câmara dos Deputados.","Gabinete do Ministério das Comunicações","16:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/12/2020","","Despachos com Chefe de Gabinete do Ministro, Estella Dantas.","Gabinete do Ministério das Comunicações","11:15","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/12/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Deputado Federal Raimundo Costa (PL/BA).","Gabinete do Ministério das Comunicações","11:00","00:00","",""
"Assessor Especial do Ministro","","Ministéro das Comunicações","Modesto Keyson Leite Lima","01/12/2020","","Assessoria ao Ministro de Estado das Comunicações durante reunião com Deputado Federal Evair Melo (PP/ES), vice-líder do Governo na Câmara dos Deputados.","Gabinete do Ministério das Comunicações","15:30","00:00","",""
