"Título da Agenda","Descrição da Agenda","Nome do Órgão","Nome da Autoridade","Data da Agenda Diária","Informações Gerais","Compromisso","Local do Compromisso","Horário de Inicio","Horário de Término","Outros Participantes","Pauta"
"Secretário de Publicidade e Promoção","","Ministéro das Comunicações","Rodrigo Fayad de Albuquerque","01/12/2020","","Apresentação dos Veículos de Comunicação e Plano de Mídia","Esplanada dos Ministérios Bloco A 6º andar","16:30","17:00","Luiz Antônio Oliveira Alves – Coordenador Geral de Mídia, Vinicius Cardoso Viana – Gerente Comercial",""
"Secretário de Publicidade e Promoção","","Ministéro das Comunicações","Rodrigo Fayad de Albuquerque","01/12/2020","","Briefing Uso Racional da água","Esplanada dos Ministérios, Bloco U, 9º andar","18:00","19:00","","Wilka de Oliveira Nepomuceno – Coordenadora-Geral de Conteúdo Publicitário
Luiz Antônio – Diretor do Departamento de Mídia e Promoção, Substituto
Daniele Maldaner –  Coordenadora-Geral de Mídia e Promoção, Substituta
Ana Carolina – Atendimento/Artplan
Larissa Pereira  - Atendimento/Artplan
Bete Rosa – Atendimento/NBS
Aline  Souza - Atendimento/NBS
Samir– Atendimento/Calia
Adriana  Mercadante – Atendente/Calia"
"Secretário de Publicidade e Promoção","","Ministéro das Comunicações","Rodrigo Fayad de Albuquerque","01/12/2020","","Alinhamento de Publicidade","Esplanada dos Ministérios Bloco A 6º andar","17:00","18:00","Gislaine Passador- Diretora do Departamento de Publicidade, Jeyson Leyser Cordeiro – Diretor Caixa,  Alessandra Esteves- Gerente Nacional da Caixa",""
"Secretário de Publicidade e Promoção","","Ministéro das Comunicações","Rodrigo Fayad de Albuquerque","02/12/2020","","Apresentação de propostas da Campanha Programa de Revitalização de Bacias Hidrográficas","Esplanada dos Ministérios Bloco A 6º andar","16:00","17:30","Gislaine Passador – Diretora de Publicidade, Luiz Antônio – Diretor de Mídia- substituto, Wilka Nepomoceno – Coordenadora-Geral de Conteúdo Publicitário, Luiz Eduardo – Assessor Técnico, Bruno Marra – Assessor Técnico, Luana Abrantes – Assessora, Rodrigo Saccone – Ascom do MDR, Wilson Rodrigues de Melo Júnior – Diretor do Departamento de Recursos Hídricos e de Revitalização de Bacias Hidrográficas – DRHB, Larissa/Artplan, Ana Carolina/Artplan, Gustavo Tirre/Artplan, Gustavo/Calia, Adriana/Calia, Geisa/Calia, Elisabete Rosa /NBS, Carla Russi /NBS, Gera/NBS",""
"Secretário de Publicidade e Promoção","","Ministéro das Comunicações","Rodrigo Fayad de Albuquerque","02/12/2020","","Plataforma Digital","Palácio do Planalto 2º andar","10:00","11:00","Fabio Wajngarten-Secretário Especial de Comunicação Social, Fabricio Proti - Managing Director, Teads Brazil",""
"Secretário de Publicidade e Promoção","","Ministéro das Comunicações","Rodrigo Fayad de Albuquerque","03/12/2020","","Despachos Internos","Esplanada dos Ministérios Bloco A 6º andar","16:30","17:00","",""
"Secretário de Publicidade e Promoção","","Ministéro das Comunicações","Rodrigo Fayad de Albuquerque","03/12/2020","","Apresentação do Núcleo de Mídia","Esplanada dos Ministérios Bloco A 6º andar","14:30","15:00","Luiz Antonio- Coordenador Geral de Mídia, Carla Bertin- Gerente de Mídia, Sheilla Alves- Coordenadora de Mídia, Karolline Lemos- Assistente de Mídia Pleno, Kelly Carvalho- Assistente de Mídia Pleno, Patrícia Pinheiro- Assistente de Mídia Pleno, Paula Nepomuceno- Assistente de Mídia Pleno, Larissa Mendonça- Secretária",""
"Secretário de Publicidade e Promoção","","Ministéro das Comunicações","Rodrigo Fayad de Albuquerque","03/12/2020","","Alinhamento de Publicidade/Correios","Esplanada dos Ministérios Bloco A 6º andar","11:00","12:00","José Augusto- Chefe de Gabinete, Gislaine Passador- Diretora do Departamento de Publicidade, Luís Antonio- Coordenador Geral de Mídia, Miriam Yvone- Chefe da ASCOM Correios, Adriana Marreco- Assessora",""
"Secretário de Publicidade e Promoção","","Ministéro das Comunicações","Rodrigo Fayad de Albuquerque","03/12/2020","","Sobre TC 045.247/2020-0 (webconferência)","Esplanada dos Ministérios Bloco A 6º andar","15:30","16:30","",""
"Secretário de Publicidade e Promoção","","Ministéro das Comunicações","Rodrigo Fayad de Albuquerque","04/12/2020","","Despachos Internos","Esplanada dos Ministérios Bloco A 6º andar","09:00","10:30","",""
